,id,text,author
5139,id19546,she played a simple air and her voice accompanied it in sweet acents but unlike the wondrous strain of the stranger,MWS
5140,id01488,do not be long away i assured her of my impatience to return and then with a small escort rode along the plain towards the tower of marmora,MWS
5141,id05346,when he complained and longed to escape into twilight realms where magic moulded all the little vivid fragments and prized associations of his mind into vistas of breathless expectancy and unquenchable delight they turned him instead toward the new found prodigies of science bidding him find wonder in the atoms vortex and mystery in the skys dimensions,HPL
5142,id04354,these disasters came home to so many bosoms and through the various channels of comerce were carried so entirely into every class and division of the comunity that of necessity they became the first question in the state the chief subjects to which we must turn our atention,MWS
5143,id21659,we endeavoured to calm him but our own hearts were not calm,MWS
5144,id24239,adrian had the superiority in learning and eloquence but raymond possessed a quick penetration and a practical knowledge of life which usually displayed itself in opposition to adrian and thus kept up the ball of discusion,MWS
5145,id27465,now it was this latter peculiarity in his disposition of which kates ingenuity enabled us one fine day not long after our interview in the dining rom to take a very unexpected advantage and having thus in the fashion of all modern bards and orators exhausted in prolegomena all the time at my comand and nearly all the room at my disposal i will sum up in a few words what constitutes the whole pith of the story,EAP
5146,id25675,his second principle was the love of woman,EAP
5147,id26814,it was foredoomed to failure for who could crouch blindly while a legion of croaking baying entities of unknown source flopped noisomely past scarcely more than a hundred yards away,HPL
5148,id11937,early in august the half expected outcome developed and in the small hours of the d dr armitage was awakened suddenly by the wild fierce cries of the savage watchdog on the college campus,HPL
5149,id21116,i threw my straining vision below,EAP
5150,id25550,i need not go into details,EAP
5151,id16615,it was frightful beyond conception toward the last when a curious blend of servant and baby visages flickered close to the fungous floor where a pool of greenish grease was spreading it seemed as though the shifting features fought against themselves and strove to form contours like those of my uncles kindly face,HPL
5152,id18443,nigh on a haour ago zeb whateley here herd the phone a ringin an it was mis corey georges wife that lives daown by the junction,HPL
5153,id07782,she herself would disdain my interference,MWS
5154,id08004,from the many peopled earth from the sympathies of man from the loved resorts of my youth from the kindness of my friends from the affection of my only beloved perdita i am about to be removed,MWS
5155,id13374,i even went so far as to fear that as i occasioned much trouble they might be glad to consider any very protracted attack as sufficient excuse for getting rid of me altogether,EAP
5156,id16102,the kanakys told em as haow folks from the other islands might wanta wipe em aout ef they got wind o their bein thar but they says they dunt ker much because they cud wipe aout the hull brood o humans ef they was wilin to bother that is any as didnt hev sarten signs sech as was used onct by the lost old ones whoever they was,HPL
